Event,Country,Athlete,Sport,Gold,Silver,Bronze
Beijing 2022,FRA,Clement Parisse,Cross Country Skiing,0,0,1
Beijing 2022,CAN,James Crawford,Alpine Skiing,0,0,1
Beijing 2022,SWE,Anna Hasselborg,Curling,0,0,1
Beijing 2022,CAN,Christine De Bruin,Bobsleigh,0,0,1
Beijing 2022,ITA,Dorothea Wierer,Biathlon,0,0,1
Beijing 2022,NOR,Havard Lorentzen,Speed skating,0,0,1
Beijing 2022,NOR,Maria Therese Tviberg,Alpine Skiing,0,0,1
Beijing 2022,FRA,Richard Jouve,Cross Country Skiing,0,0,1
Beijing 2022,FIN,Nelli Laitinen,Ice Hockey,0,0,1
Beijing 2022,SWE,Sara Mcmanus,Curling,0,0,1
Beijing 2022,FIN,Tanja Niskanen,Ice Hockey,0,0,1
Beijing 2022,SWE,Frida Karlsson,Cross Country Skiing,0,0,1
Beijing 2022,SVK,Kristian Pospisil,Ice Hockey,0,0,1
Beijing 2022,ROC,Sergey Ridzik,Freestyle Skiing,0,0,1
Beijing 2022,CAN,Rachel Karker,Freestyle Skiing,0,0,1
Beijing 2022,FIN,Sofianna Sundelin,Ice Hockey,0,0,1
Beijing 2022,NOR,Thea Louise Stjernesund,Alpine Skiing,0,0,1
Beijing 2022,ROC,Maxim Tsvetkov,Biathlon,0,0,1
Beijing 2022,FIN,Petra Nieminen,Ice Hockey,0,0,1
Beijing 2022,CAN,Geoff Walker,Curling,0,0,1
Beijing 2022,CAN,Meryeta Odine,Snowboard,0,0,1
Beijing 2022,SVK,Michal Kristof,Ice Hockey,0,0,1
Beijing 2022,GER,Vanessa Hinz,Biathlon,0,0,1
Beijing 2022,JPN,Sena Tomita,Snowboard,0,0,1
Beijing 2022,SWE,Ebba Andersson,Cross Country Skiing,0,0,1
Beijing 2022,LAT,Martins Bots,Luge,0,0,1
Beijing 2022,KOR,Min Seok Kim,Speed skating,0,0,1
Beijing 2022,FIN,Sanni Hakala,Ice Hockey,0,0,1
Beijing 2022,ROC,Semen Elistratov,Short Track Speed Skating,0,0,1
Beijing 2022,LAT,Kristers Aparjods,Luge,0,0,1
Beijing 2022,NOR,Fabian Wilkens Solheim,Alpine Skiing,0,0,1
Beijing 2022,NOR,Rasmus Windingstad,Alpine Skiing,0,0,1
Beijing 2022,SVK,Mislav Rosandic,Ice Hockey,0,0,1
Beijing 2022,SWE,Henrik Harlaut,Freestyle Skiing,0,0,1
Beijing 2022,CAN,Alexandria Loutitt,Ski Jumping,0,0,1
Beijing 2022,FIN,Susanna Tapani,Ice Hockey,0,0,1
Beijing 2022,CAN,Matthew Soukup,Ski Jumping,0,0,1
Beijing 2022,SVK,Milos Roman,Ice Hockey,0,0,1
Beijing 2022,JPN,Ryota Yamamoto,Nordic Combined,0,0,1
Beijing 2022,ITA,Nadia Delago,Alpine Skiing,0,0,1
Beijing 2022,USA,Emery Lehman,Speed skating,0,0,1
Beijing 2022,LAT,Roberts Plume,Luge,0,0,1
Beijing 2022,GER,Vanessa Voigt,Biathlon,0,0,1
Beijing 2022,ROC,Anastasiia Smirnova,Freestyle Skiing,0,0,1
Beijing 2022,FIN,Anni Keisala,Ice Hockey,0,0,1
Beijing 2022,JPN,Yoshito Watabe,Nordic Combined,0,0,1
Beijing 2022,SVK,Simon Nemec,Ice Hockey,0,0,1
Beijing 2022,AUT,Teresa Stadlober,Cross Country Skiing,0,0,1
Beijing 2022,USA,Sylvia Hoffman,Bobsleigh,0,0,1
Beijing 2022,CAN,Brett Gallant,Curling,0,0,1
Beijing 2022,FIN,Emilia Vesa,Ice Hockey,0,0,1
Beijing 2022,USA,Casey Dawson,Speed skating,0,0,1
Beijing 2022,SVK,Juraj Slafkovsky,Ice Hockey,0,0,1
Beijing 2022,POL,Dawid Kubacki,Ski Jumping,0,0,1
Beijing 2022,FRA,Mathieu Faivre,Alpine Skiing,0,0,1
Beijing 2022,GER,Stephan Leyhe,Ski Jumping,0,0,1
Beijing 2022,FIN,Elisa Holopainen,Ice Hockey,0,0,1
Beijing 2022,CAN,Lewis Irving,Freestyle Skiing,0,0,1
Beijing 2022,CAN,Miha Fontaine,Freestyle Skiing,0,0,1
Beijing 2022,SUI,Fanny Smith,Freestyle Skiing,0,0,1
Beijing 2022,SVK,Martin Gernat,Ice Hockey,0,0,1
Beijing 2022,SUI,Jan Scherrer,Snowboard,0,0,1
Beijing 2022,NOR,Mina Fuerst Holtmann,Alpine Skiing,0,0,1
Beijing 2022,FIN,Sanni Rantala,Ice Hockey,0,0,1
Beijing 2022,CHN,Chutong Zhang,Short Track Speed Skating,0,0,1
Beijing 2022,SWE,Sofia Mabergs,Curling,0,0,1
Beijing 2022,SWE,Almida De Val,Curling,0,0,1
Beijing 2022,HUN,Zsofia Konya,Short Track Speed Skating,0,0,1
Beijing 2022,FIN,Meeri Raisanen,Ice Hockey,0,0,1
Beijing 2022,SVK,Peter Cehlarik,Ice Hockey,0,0,1
Beijing 2022,CAN,Justin Kripps,Bobsleigh,0,0,1
Beijing 2022,ROC,Mark Kondratiuk,Figure skating,0,0,1
Beijing 2022,SVK,Marek Daloga,Ice Hockey,0,0,1
Beijing 2022,CAN,Ryan Sommer,Bobsleigh,0,0,1
Beijing 2022,AUS,Tess Coady,Snowboard,0,0,1
Beijing 2022,BEL,Hanne Desmet,Short Track Speed Skating,0,0,1
Beijing 2022,ROC,Said Karimulla Khalili,Biathlon,0,0,1
Beijing 2022,GER,Daniela Maier,Freestyle Skiing,0,0,1
Beijing 2022,FIN,Julia Liikala,Ice Hockey,0,0,1
Beijing 2022,SVK,Peter Ceresnak,Ice Hockey,0,0,1
Beijing 2022,JPN,Ikuma Horishima,Freestyle Skiing,0,0,1
Beijing 2022,FIN,Viivi Vainikka,Ice Hockey,0,0,1
Beijing 2022,FIN,Jenni Hiirikoski,Ice Hockey,0,0,1
Beijing 2022,SVK,Matej Tomek,Ice Hockey,0,0,1
Beijing 2022,GER,Christoph Hafer,Bobsleigh,0,0,1
Beijing 2022,CAN,Cameron Stones,Bobsleigh,0,0,1
Beijing 2022,ROC,Vic Wild,Snowboard,0,0,1
Beijing 2022,CAN,Kim Boutin,Short Track Speed Skating,0,0,1
Beijing 2022,FIN,Jenniina Nylund,Ice Hockey,0,0,1
Beijing 2022,USA,Brittany Bowe,Speed skating,0,0,1
Beijing 2022,HUN,Petra Jaszapati,Short Track Speed Skating,0,0,1
Beijing 2022,ROC,Alexander Terentev,Cross Country Skiing,0,0,1
Beijing 2022,HUN,John-Henry Krueger,Short Track Speed Skating,0,0,1
Beijing 2022,USA,Joey Mantia,Speed skating,0,0,1
Beijing 2022,FRA,Maurice Manificat,Cross Country Skiing,0,0,1
Beijing 2022,FIN,Michelle Karvinen,Ice Hockey,0,0,1
Beijing 2022,FIN,Sanni Vanhanen,Ice Hockey,0,0,1
Beijing 2022,ITA,Tommaso Dotti,Short Track Speed Skating,0,0,1
Beijing 2022,SVK,Adrian Holesinsky,Ice Hockey,0,0,1
Beijing 2022,USA,Alex Ferreira,Freestyle Skiing,0,0,1
Beijing 2022,SLO,Gloria Kotnik,Snowboard,0,0,1
Beijing 2022,ROC,Anastasia Mishina,Figure skating,0,0,1
Beijing 2022,FIN,Ella Viitasuo,Ice Hockey,0,0,1
Beijing 2022,FIN,Sini Karjalainen,Ice Hockey,0,0,1
Beijing 2022,SVK,Tomas Jurco,Ice Hockey,0,0,1
Beijing 2022,GER,Constantin Schmid,Ski Jumping,0,0,1
Beijing 2022,KOR,Seung Hoon Lee,Speed skating,0,0,1
Beijing 2022,USA,Ethan Cepuran,Speed skating,0,0,1
Beijing 2022,SVK,Milos Kelemen,Ice Hockey,0,0,1
Beijing 2022,ROC,Angelina Golikova,Speed skating,0,0,1
Beijing 2022,JPN,Akito Watabe,Nordic Combined,0,0,1
Beijing 2022,ROC,Aleksandr Galliamov,Figure skating,0,0,1
Beijing 2022,SVK,Pavol Regenda,Ice Hockey,0,0,1
Beijing 2022,ROC,Eduard Latypov,Biathlon,0,0,1
Beijing 2022,FIN,Minttu Tuominen,Ice Hockey,0,0,1
Beijing 2022,EST,Kelly Sildaru,Freestyle Skiing,0,0,1
Beijing 2022,USA,Megan Nick,Freestyle Skiing,0,0,1
Beijing 2022,SVK,Marek Hrivik,Ice Hockey,0,0,1
Beijing 2022,NOR,Simen Hegstad Krueger,Cross Country Skiing,0,0,1
Beijing 2022,CAN,Marc Kennedy,Curling,0,0,1
Beijing 2022,FRA,Hugo Lapalus,Cross Country Skiing,0,0,1
Beijing 2022,NOR,Timon Haugan,Alpine Skiing,0,0,1
Beijing 2022,GER,Matthias Sommer,Bobsleigh,0,0,1
Beijing 2022,SVK,Peter Zuzin,Ice Hockey,0,0,1
Beijing 2022,CHN,Wengang Yan,Skeleton,0,0,1
Beijing 2022,ROC,Kamila Valiyeva,Figure skating,0,0,1
Beijing 2022,NED,Kimberley Bos,Skeleton,0,0,1
Beijing 2022,SVK,Samuel Knazko,Ice Hockey,0,0,1
Beijing 2022,FIN,Krista Lahteenmaki-Parmakoski,Cross Country Skiing,0,0,1
Beijing 2022,NOR,Sebastian Foss-Solevaag,Alpine Skiing,0,0,1
Beijing 2022,ROC,Tatyana Ivanova,Luge,0,0,1
Beijing 2022,CZE,Martina Sablikova,Speed skating,0,0,1
Beijing 2022,SWE,Johanna Heldin,Curling,0,0,1
Beijing 2022,CAN,Mackenzie Boyd-Clowes,Ski Jumping,0,0,1
Beijing 2022,ROC,Alexander Loginov,Biathlon,0,0,1
Beijing 2022,JPN,Kokomo Murase,Snowboard,0,0,1
Beijing 2022,SVK,Michal Cajkovsky,Ice Hockey,0,0,1
Beijing 2022,ITA,Dominik Fischnaller,Luge,0,0,1
Beijing 2022,SVK,Marko Dano,Ice Hockey,0,0,1
Beijing 2022,SWE,Jesper Tjader,Freestyle Skiing,0,0,1
Beijing 2022,SVK,Martin Marincin,Ice Hockey,0,0,1
Beijing 2022,NED,Marijke Groenewoud,Speed skating,0,0,1
Beijing 2022,FIN,Noora Tulus,Ice Hockey,0,0,1
Beijing 2022,CAN,Ben Coakwell,Bobsleigh,0,0,1
Beijing 2022,NED,Antoinette De Jong,Speed skating,0,0,1
Beijing 2022,GER,Karl Geiger,Ski Jumping,0,0,1
Beijing 2022,GER,Markus Eisenbichler,Ski Jumping,0,0,1
Beijing 2022,SWE,Agnes Knochenhauer,Curling,0,0,1
Beijing 2022,SVK,Patrik Rybar,Ice Hockey,0,0,1
Beijing 2022,JPN,Hideaki Nagai,Nordic Combined,0,0,1
Beijing 2022,ITA,Davide Ghiotto,Speed skating,0,0,1
Beijing 2022,AUT,Lukas Greiderer,Nordic Combined,0,0,1
Beijing 2022,SVK,Samuel Takac,Ice Hockey,0,0,1
Beijing 2022,LAT,Eliza Tiruma,Luge,0,0,1
Beijing 2022,SVK,Branislav Konrad,Ice Hockey,0,0,1
Tokyo 2020,EST,Julia Beljajeva,Fencing,1,0,0
Tokyo 2020,ROC,David Belyavskiy,Artistic Gymnastics,1,0,0
Tokyo 2020,USA,Jayson Tatum,Basketball,1,0,0
Tokyo 2020,AUS,Brianna Throssell,Swimming,1,0,0
Tokyo 2020,NZL,Risi Pouri-Lane,Rugby Sevens,1,0,0
Tokyo 2020,UZB,Bakhodir Jalolov,Boxing,1,0,0
Tokyo 2020,UGA,Joshua Kiprui Cheptegei,Athletics,1,0,0
Tokyo 2020,CHN,Zhihui Hou,Weightlifting,1,0,0
Tokyo 2020,FRA,Antoine Brizard,Volleyball,1,0,0
Tokyo 2020,CAN,Avalon Wasteneys,Rowing,1,0,0
Tokyo 2020,MAR,Soufiane Elbakkali,Athletics,1,0,0
Tokyo 2020,JPN,Yukako Kawai,Wrestling,1,0,0
Tokyo 2020,USA,Chase Kalisz,Swimming,1,0,0
Tokyo 2020,USA,Maggie Steffens,Water Polo,1,0,0
Tokyo 2020,USA,Valarie Allman,Athletics,1,0,0
Tokyo 2020,CAN,Jayde Riviere,Football,1,0,0
Tokyo 2020,FRA,Vincent Gerard,Handball,1,0,0
Tokyo 2020,BRA,Italo Ferreira,Surfing,1,0,0
Tokyo 2020,CHN,Junxuan Yang,Swimming,1,0,0
Tokyo 2020,FRA,Ludovic Fabregas,Handball,1,0,0
Tokyo 2020,JPN,Ryutaro Umeno,Baseball/Softball,1,0,0
Tokyo 2020,BRA,Matheus Cunha,Football,1,0,0
Tokyo 2020,FIJ,Iosefo Masikau Baleiwairiki,Rugby Sevens,1,0,0
Tokyo 2020,UGA,Peruth Chemutai,Athletics,1,0,0
Tokyo 2020,AUS,Annabelle Mcintyre,Rowing,1,0,0
Tokyo 2020,BRA,Kahena Kunze,Sailing,1,0,0
Tokyo 2020,CAN,Vanessa Gilles,Football,1,0,0
Tokyo 2020,USA,Sunisa Lee,Artistic Gymnastics,1,0,0
Tokyo 2020,KOR,Jeahwan Shin,Artistic Gymnastics,1,0,0
Tokyo 2020,NZL,Theresa Fitzpatrick,Rugby Sevens,1,0,0
Tokyo 2020,CHN,Yifan Zhang,Swimming,1,0,0
Tokyo 2020,CAN,Kasia Gruchalla-Wesierski,Rowing,1,0,0
Tokyo 2020,ROC,Vitalina Batsarashkina,Shooting,1,0,0
Tokyo 2020,NZL,Matt Macdonald,Rowing,1,0,0
Tokyo 2020,USA,Tamyra Mariama Mensah Stock,Wrestling,1,0,0
Tokyo 2020,DEN,Lasse Norman Hansen,Cycling Track,1,0,0
Tokyo 2020,GER,Ronald Rauhe,Canoe Sprint,1,0,0
Tokyo 2020,ROU,Ancuta Bodnar,Rowing,1,0,0
Tokyo 2020,JPN,Satoru Uyama,Fencing,1,0,0
Tokyo 2020,GER,Jessica Von Bredow-Werndl,Equestrian,1,0,0
Tokyo 2020,ITA,Francesco Lamon,Cycling Track,1,0,0
Tokyo 2020,JPN,Akira Sone,Judo,1,0,0
Tokyo 2020,JPN,Yui Ohashi,Swimming,1,0,0
Tokyo 2020,NED,Margot Van Geffen,Hockey,1,0,0
Tokyo 2020,SLO,Benjamin Savsek,Canoe Slalom,1,0,0
Tokyo 2020,DEN,Michael Morkov,Cycling Track,1,0,0
Tokyo 2020,ROC,Vladislav Larin,Taekwondo,1,0,0
Tokyo 2020,USA,Justine Wong-Orantes,Volleyball,1,0,0
Tokyo 2020,CAN,Kadeisha Buchanan,Football,1,0,0
Tokyo 2020,USA,Lynna Irby,Athletics,1,0,0
Tokyo 2020,NED,Josine Koning,Hockey,1,0,0
Tokyo 2020,CHN,Xiaotong Cui,Rowing,1,0,0
Tokyo 2020,ROC,Sofiya Velikaya,Fencing,1,0,0
Tokyo 2020,USA,Aria Fischer,Water Polo,1,0,0
Tokyo 2020,UKR,Zhan Beleniuk,Wrestling,1,0,0
Tokyo 2020,CHN,Haoran Yang,Shooting,1,0,0
Tokyo 2020,USA,Katie Ledecky,Swimming,1,0,0
Tokyo 2020,USA,William Shaner,Shooting,1,0,0
Tokyo 2020,CHN,Siyi Xie,Diving,1,0,0
Tokyo 2020,FRA,Kilian Le Blouch,Judo,1,0,0
Tokyo 2020,KEN,Emmanuel Kipkurui Korir,Athletics,1,0,0
Tokyo 2020,NZL,Thomas Murray,Rowing,1,0,0
Tokyo 2020,ROC,Alla Shishkina,Artistic Swimming,1,0,0
Tokyo 2020,USA,Ryan Murphy,Swimming,1,0,0
Tokyo 2020,NED,Laurien Leurink,Hockey,1,0,0
Tokyo 2020,HUN,Dora Bodonyi,Canoe Sprint,1,0,0
Tokyo 2020,HUN,Tamara Csipes,Canoe Sprint,1,0,0
Tokyo 2020,RSA,Tatjana Schoenmaker,Swimming,1,0,0
Tokyo 2020,CUB,Serguey Torres,Canoe Sprint,1,0,0
Tokyo 2020,USA,Michelle Bartsch,Volleyball,1,0,0
Tokyo 2020,JPN,Yukiyo Mine,Baseball/Softball,1,0,0
Tokyo 2020,USA,Diana Taurasi,Basketball,1,0,0
Tokyo 2020,NZL,Tenika Willison,Rugby Sevens,1,0,0
Tokyo 2020,USA,Napheesa Collier,Basketball,1,0,0
Tokyo 2020,POL,Karol Zalewski,Athletics,1,0,0
Tokyo 2020,BEL,Simon Gougnard,Hockey,1,0,0
Tokyo 2020,ROC,Anastasia Pavlyuchenkova,Tennis,1,0,0
Tokyo 2020,SRB,Dusan Mandic,Water Polo,1,0,0
Tokyo 2020,GER,Alexander Zverev,Tennis,1,0,0
Tokyo 2020,ROC,Larisa Korobeynikova,Fencing,1,0,0
Tokyo 2020,NED,Caia Van Maasakker,Hockey,1,0,0
Tokyo 2020,SWE,Daniel Stahl,Athletics,1,0,0
Tokyo 2020,JPN,Yui Susaki,Wrestling,1,0,0
Tokyo 2020,NZL,Shiray Kaka,Rugby Sevens,1,0,0
Tokyo 2020,AUS,Jack Hargreaves,Rowing,1,0,0
Tokyo 2020,POL,Natalia Kaczmarek,Athletics,1,0,0
Tokyo 2020,ISR,Linoy Ashram,Rhythmic Gymnastics,1,0,0
Tokyo 2020,BEL,Antoine Sylvain T Kina,Hockey,1,0,0
Tokyo 2020,FRA,Valentin Porte,Handball,1,0,0
Tokyo 2020,FIJ,Aminiasi Tuimaba,Rugby Sevens,1,0,0
Tokyo 2020,TPE,Hsing-Chun Kuo,Weightlifting,1,0,0
Tokyo 2020,USA,Tom Shields,Swimming,1,0,0
Tokyo 2020,USA,Brittney Griner,Basketball,1,0,0
Tokyo 2020,CUB,Roniel Iglesias,Boxing,1,0,0
Tokyo 2020,FRA,Julien Mertine,Fencing,1,0,0
Tokyo 2020,JAM,Shericka Jackson,Athletics,1,0,0
Tokyo 2020,JPN,Minori Naito,Baseball/Softball,1,0,0
Tokyo 2020,USA,Rai Benjamin,Athletics,1,0,0
Tokyo 2020,CHN,Yuxi Chen,Diving,1,0,0
Tokyo 2020,JPN,Sosuke Genda,Baseball/Softball,1,0,0
Tokyo 2020,JPN,Hayato Sakamoto,Baseball/Softball,1,0,0
Tokyo 2020,JAM,Elaine Thompson-Herah,Athletics,1,0,0
Tokyo 2020,SWE,Peder Fredricson,Equestrian,1,0,0
Tokyo 2020,ROC,Sofia Pozdniakova,Fencing,1,0,0
Tokyo 2020,USA,Kelsey Christine Plum,3x3 Basketball,1,0,0
Tokyo 2020,FIJ,Vilimoni Botitu,Rugby Sevens,1,0,0
Tokyo 2020,USA,Damian Lillard,Basketball,1,0,0
Tokyo 2020,JPN,Kazuyasu Minobe,Fencing,1,0,0
Tokyo 2020,CAN,Erin Katrina Mcleod,Football,1,0,0
Tokyo 2020,CRO,Matea Jelic,Taekwondo,1,0,0
Tokyo 2020,ROC,Marta Martyanova,Fencing,1,0,0
Tokyo 2020,CRO,Nikola Mektic,Tennis,1,0,0
Tokyo 2020,NED,Sanne Anne Leonie Koolen,Hockey,1,0,0
Tokyo 2020,HUN,Anna Karasz,Canoe Sprint,1,0,0
Tokyo 2020,CHN,Yuan Cao,Diving,1,0,0
Tokyo 2020,JPN,Suguru Iwazaki,Baseball/Softball,1,0,0
Tokyo 2020,CRO,Mate Pavic,Tennis,1,0,0
Tokyo 2020,USA,Sylvia Fowles,Basketball,1,0,0
Tokyo 2020,CHN,Tianshi Zhong,Cycling Track,1,0,0
Tokyo 2020,USA,Randolph Ross,Athletics,1,0,0
Tokyo 2020,GBR,Ben Maher,Equestrian,1,0,0
Tokyo 2020,GBR,Thomas Pidcock,Cycling Mountain Bike,1,0,0
Tokyo 2020,USA,Xander Schauffele,Golf,1,0,0
Tokyo 2020,IRL,Paul Odonovan,Rowing,1,0,0
Tokyo 2020,BRA,Santos,Football,1,0,0
Tokyo 2020,USA,Trevor Stewart,Athletics,1,0,0
Tokyo 2020,JPN,Yamato Fujita,Baseball/Softball,1,0,0
Tokyo 2020,JPN,Koudai Senga,Baseball/Softball,1,0,0
Tokyo 2020,JPN,Mima Ito,Table Tennis,1,0,0
Tokyo 2020,BEL,Tom Boon,Hockey,1,0,0
Tokyo 2020,FRA,Pauletta Foppa,Handball,1,0,0
Tokyo 2020,NOR,Anders Berntsen Mol,Beach Volleyball,1,0,0
Tokyo 2020,NOR,Jakob Ingebrigtsen,Athletics,1,0,0
Tokyo 2020,POL,Kajetan Duszynski,Athletics,1,0,0
Tokyo 2020,FRA,Enzo Lefort,Fencing,1,0,0
Tokyo 2020,GBR,Alex Yee,Triathlon,1,0,0
Tokyo 2020,USA,Jade Carey,Artistic Gymnastics,1,0,0
Tokyo 2020,CAN,Deanne Rose,Football,1,0,0
Tokyo 2020,CHN,Changhong Zhang,Shooting,1,0,0
Tokyo 2020,CAN,Rebecca Quinn,Football,1,0,0
Tokyo 2020,ROC,Nikita Nagornyy,Artistic Gymnastics,1,0,0
Tokyo 2020,SWE,Malin Baryard-Johnsson,Equestrian,1,0,0
Tokyo 2020,ITA,Federica Cesarini,Rowing,1,0,0
Tokyo 2020,NED,Koen Metsemakers,Rowing,1,0,0
Tokyo 2020,ROC,Artur Dalaloyan,Artistic Gymnastics,1,0,0
Tokyo 2020,JPN,Daiki Hashimoto,Artistic Gymnastics,1,0,0
Tokyo 2020,CHN,Hongchan Quan,Diving,1,0,0
Tokyo 2020,GBR,Matthew Walls,Cycling Track,1,0,0
Tokyo 2020,NED,Shanne Braspennincx,Cycling Track,1,0,0
Tokyo 2020,ITA,Jonathan Milan,Cycling Track,1,0,0
Tokyo 2020,CAN,Christine Sinclair,Football,1,0,0
Tokyo 2020,USA,Vincent Hancock,Shooting,1,0,0
Tokyo 2020,NED,Kiran Badloe,Sailing,1,0,0
Tokyo 2020,KEN,Faith Chepngetich Kipyegon,Athletics,1,0,0
Tokyo 2020,UZB,Ulugbek Rashitov,Taekwondo,1,0,0
Tokyo 2020,JPN,Sakura Yosozumi,Skateboarding,1,0,0
Tokyo 2020,USA,Kendall Ellis,Athletics,1,0,0
Tokyo 2020,USA,Allisha Gray,3x3 Basketball,1,0,0
Tokyo 2020,FRA,Nikola Karabatic,Handball,1,0,0
Tokyo 2020,NZL,Tyla Nathan-Wong,Rugby Sevens,1,0,0
Tokyo 2020,SVK,Zuzana Stefecekova,Shooting,1,0,0
Tokyo 2020,CHN,Muhan Tang,Swimming,1,0,0
Tokyo 2020,FIJ,Sireli Maqala,Rugby Sevens,1,0,0
Tokyo 2020,JPN,Saki Yamazaki,Baseball/Softball,1,0,0
Tokyo 2020,ROC,Viktoria Listunova,Artistic Gymnastics,1,0,0
Tokyo 2020,BRA,Dani Alves,Football,1,0,0
Tokyo 2020,USA,A'Ja Wilson,Basketball,1,0,0
Tokyo 2020,CHN,Mengya Sun,Canoe Sprint,1,0,0
Tokyo 2020,NED,Maria Verschoor,Hockey,1,0,0
Tokyo 2020,USA,Lydia Jacoby,Swimming,1,0,0
Tokyo 2020,ROC,Svetlana Kolesnichenko,Artistic Swimming,1,0,0
Tokyo 2020,USA,Sue Bird,Basketball,1,0,0
Tokyo 2020,FRA,Jenia Grebennikov,Volleyball,1,0,0
Tokyo 2020,NED,Roy Van Den Berg,Cycling Track,1,0,0
Tokyo 2020,FRA,Blandine Dancette,Handball,1,0,0
Tokyo 2020,CZE,Katerina Siniakova,Tennis,1,0,0
Tokyo 2020,USA,Michael Andrew,Swimming,1,0,0
Tokyo 2020,GBR,Matthew Richards,Swimming,1,0,0
Tokyo 2020,SRB,Branislav Mitrovic,Water Polo,1,0,0
Tokyo 2020,TUN,Ahmed Hafnaoui,Swimming,1,0,0
Tokyo 2020,JPN,Koyo Aoyagi,Baseball/Softball,1,0,0
Tokyo 2020,GRE,Stefanos Ntouskos,Rowing,1,0,0
Tokyo 2020,BUL,Ivet Goranova,Karate,1,0,0
Tokyo 2020,USA,Michael Norman,Athletics,1,0,0
Tokyo 2020,CHN,Yufei Zhang,Swimming,1,0,0
Tokyo 2020,BUL,Erika Zafirova,Rhythmic Gymnastics,1,0,0
Tokyo 2020,NED,Marloes Keetels,Hockey,1,0,0
Tokyo 2020,CAN,Ashley Lawrence,Football,1,0,0
Tokyo 2020,NED,Pien Sanders,Hockey,1,0,0
Tokyo 2020,USA,Alexandra Klineman,Beach Volleyball,1,0,0
Tokyo 2020,CAN,Desiree Rose Marie Scott,Football,1,0,0
Tokyo 2020,FIJ,Jerry Tuwai,Rugby Sevens,1,0,0
Tokyo 2020,JPN,Hideto Asamura,Baseball/Softball,1,0,0
Tokyo 2020,ITA,Filippo Tortu,Athletics,1,0,0
Tokyo 2020,USA,Andrea Drews,Volleyball,1,0,0
Tokyo 2020,ROC,Vlada Chigireva,Artistic Swimming,1,0,0
Tokyo 2020,USA,Khris Middleton,Basketball,1,0,0
Tokyo 2020,CAN,Andre De Grasse,Athletics,1,0,0
Tokyo 2020,HUN,Balint Kopasz,Canoe Sprint,1,0,0
Tokyo 2020,CHN,Lijun Chen,Weightlifting,1,0,0
Tokyo 2020,JPN,Momiji Nishiya,Skateboarding,1,0,0
Tokyo 2020,GBR,Dylan Fletcher-Scott,Sailing,1,0,0
Tokyo 2020,GBR,Lauren Price,Boxing,1,0,0
Tokyo 2020,USA,Kevin Durant,Basketball,1,0,0
Tokyo 2020,USA,Vernon Norwood,Athletics,1,0,0
Tokyo 2020,BRA,Rebeca Andrade,Artistic Gymnastics,1,0,0
Tokyo 2020,FIJ,Jiuta Wainiqolo,Rugby Sevens,1,0,0
Tokyo 2020,CHN,Wenwen Li,Weightlifting,1,0,0
Tokyo 2020,NED,Jeffrey Hoogland,Cycling Track,1,0,0
Tokyo 2020,CHN,Qian Yang,Shooting,1,0,0
Tokyo 2020,BRA,Malcom,Football,1,0,0
Tokyo 2020,JPN,Hifumi Abe,Judo,1,0,0
Tokyo 2020,GBR,Oliver Townend,Equestrian,1,0,0
Tokyo 2020,SWE,Henrik Von Eckermann,Equestrian,1,0,0
Tokyo 2020,FRA,Alexandra Lacrabere,Handball,1,0,0
Tokyo 2020,PHI,Hidilyn Diaz,Weightlifting,1,0,0
Tokyo 2020,BUL,Stoyka Zhelyazkova Krasteva,Boxing,1,0,0
Tokyo 2020,BEL,Nicolas De Kerpel,Hockey,1,0,0
Tokyo 2020,BUL,Simona Dyankova,Rhythmic Gymnastics,1,0,0
Tokyo 2020,NED,Dirk Uittenbogaard,Rowing,1,0,0
Tokyo 2020,SRB,Milica Mandic,Taekwondo,1,0,0
Tokyo 2020,USA,April Ross,Beach Volleyball,1,0,0
Tokyo 2020,SRB,Milan Aleksic,Water Polo,1,0,0
Tokyo 2020,USA,Dalilah Muhammad,Athletics,1,0,0
Tokyo 2020,AUS,Logan Martin,Cycling BMX Freestyle,1,0,0
Tokyo 2020,CHN,Bingjie Li,Swimming,1,0,0
Tokyo 2020,JAM,Natasha Morrison,Athletics,1,0,0
Tokyo 2020,ITA,Antonella Palmisano,Athletics,1,0,0
Tokyo 2020,NZL,Thomas Mackintosh,Rowing,1,0,0
Tokyo 2020,CHN,Yang Liu,Artistic Gymnastics,1,0,0
Tokyo 2020,BEL,Alexander Hendrickx,Hockey,1,0,0
Tokyo 2020,NZL,Sarah Goss,Rugby Sevens,1,0,0
Tokyo 2020,CAN,Sydney Payne,Rowing,1,0,0
Tokyo 2020,DEN,Anne-Marie Rindom,Sailing,1,0,0
Tokyo 2020,AUS,Kaylee Mckeown,Swimming,1,0,0
Tokyo 2020,FRA,Yann Genty,Handball,1,0,0
Tokyo 2020,USA,Stephanie Haralabidis,Water Polo,1,0,0
Tokyo 2020,JPN,Chizuru Arai,Judo,1,0,0
Tokyo 2020,CHN,Dong Ping Huang,Badminton,1,0,0
Tokyo 2020,CAN,Sophie Schmidt,Football,1,0,0
Tokyo 2020,BRA,Bruno Fuchs,Football,1,0,0
Tokyo 2020,SLO,Primoz Roglic,Cycling Road,1,0,0
Tokyo 2020,HUN,Sandor Totka,Canoe Sprint,1,0,0
Tokyo 2020,AUS,Ariarne Titmus,Swimming,1,0,0
Tokyo 2020,FRA,Laura Flippes,Handball,1,0,0
